plant_genus_species,MF,abscission_num,barcode,herbarium,month,month_char,day,year,date,state,county,leafremoved,skel,stippling,blotch.mine,serpentine.mine,leafminer.oviholes,leaf.galls,leaf.roller,sooty.mould,unknown.lesions,aphids,spidermites,softscaleinsects
quercus_bicolor,NA_getlater,NA,NA,NEBC,11,Nov,5,1949,11/5/1949,Massachusetts,Worcester,3,2,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,25111,NA,NEBC,8,Aug,12,1950,8/12/1950,Massachusetts,Worcester,3,4,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,8,Aug,19,1950,8/19/1950,Massachusetts,Worcester,0,1,2,0,0,0,0,0,4,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,5,May,22,1953,5/22/1953,Massachusetts,Worcester,0,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,28927,NA,NEBC,5,May,23,1953,5/23/1953,Massachusetts,Worcester,2,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,7,Jul,6,1954,7/6/1954,Massachusetts,Worcester,3,0,0,2,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,9,Sep,25,1955,9/25/1955,Massachusetts,Worcester,0,1,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,FC_Seymour_RJ_Eaton,5515,NA,NEBC,9,Sep,21,1962,9/21/1962,Massachusetts,Worcester,3,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,RI_Bertin,2021,NA,NEBC,5,May,8,2002,5/8/2002,Massachusetts,Worcester,1,4,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,7,Jul,14,2004,7/14/2004,Massachusetts,Worcester,2,1,0,0,0,0,1,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,9,Sep,19,1886,9/19/1886,NA,NA,0,0,3,0,0,0,0,0,4,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,Gray,6,Jun,4,1876,6/4/1876,NA,NA,2,1,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,Gray,5,May,22,1872,5/22/1872,Rhode Island,NA,0,0,2,0,0,0,0,0,0,2,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,7,Jul,5,1909,7/5/1909,New Hampshire,Addison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carya_ovata,NA_getlater,NA,NA,NEBC,5,May,30,1920,5/30/1920,New Hampshire,Addison,0,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,8,Aug,21,1933,8/21/1933,New Hampshire,Belknap,1,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,CO_Grimston,NA,NA,GH,8,Aug,3,1938,8/3/1938,New Hampshire,Belknap,3,2,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AR_Hodgdon_R_Eggert_WW_Smith,4356,NA,NEBC,9,Sep,27,1942,9/27/1942,New Hampshire,Belknap,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,FLS,2510,NA,NEBC,7,Jul,8,1956,7/8/1956,New Hampshire,Belknap,0,0,0,0,0,0,0,0,0,2,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,8,Aug,27,1956,8/27/1956,New Hampshire,Belknap,0,2,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,7,Jul,11,1964,7/11/1964,New Hampshire,Belknap,3,3,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,LE_Richardson,NA,NA,NEBC,7,Jul,11,1964,7/11/1964,New Hampshire,Belknap,3,1,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,8,Aug,12,1965,8/12/1965,New Hampshire,Belknap,0,0,0,0,0,0,0,0,0,4,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,9,Sep,8,1965,9/8/1965,New Hampshire,Belknap,3,0,0,0,0,0,3,0,0,0,0,0,0
vaccinium_angustifolium,LE_Richardson,NA,NA,NEBC,5,May,24,1966,5/24/1966,New Hampshire,Belknap,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,A_Rehder,994,NA,AA,8,Aug,11,1922,8/11/1922,New Hampshire,Carroll,1,2,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,A_Rehder,NA,NA,AA,8,Aug,11,1922,8/11/1922,New Hampshire,Carroll,4,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,CH_Knowlton,NA,NA,NEBC,8,Aug,6,1927,8/6/1927,New Hampshire,Carroll,4,2,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,SK_Harris_A_LincolnJr_AS_Pease,NA,NA,NEBC,5,May,23,1936,5/23/1936,New Hampshire,Carroll,4,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,6858,NA,NEBC,9,Sep,2,1936,9/2/1936,New Hampshire,Carroll,1,2,1,0,0,0,0,0,0,0,1,0,0
vaccinium_angustifolium,CA_Weatherby,6862,NA,NEBC,9,Sep,2,1936,9/2/1936,New Hampshire,Carroll,4,3,1,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,28775,NA,NEBC,7,Jul,8,1941,7/8/1941,New Hampshire,Carroll,1,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AS_Pease,28781,NA,NEBC,7,Jul,8,1941,7/8/1941,New Hampshire,Carroll,1,1,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,FLS,NA,NA,NEBC,6,Jun,17,1947,6/17/1947,New Hampshire,Carroll,3,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,28279,NA,NEBC,8,Aug,28,1948,8/28/1948,New Hampshire,Carroll,5,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,M_Gale,NA,NA,NEBC,9,Sep,10,1948,9/10/1948,New Hampshire,Carroll,1,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,M_Gale,NA,NA,NEBC,9,Sep,11,1948,9/11/1948,New Hampshire,Carroll,2,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AR_Hodgdon_W_Glazier,6520,NA,NEBC,6,Jun,22,1950,6/22/1950,New Hampshire,Carroll,1,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,FC_Seymour,17865,NA,GH,7,Jul,9,1958,7/9/1958,New Hampshire,Carroll,3,3,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,FC_Seymour,17865,NA,NEBC,7,Jul,9,1958,7/9/1958,New Hampshire,Carroll,4,5,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,F,NA,NA,Gray,7,Jul,28,1901,7/28/1901,New Hampshire,Cheshire,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,HF_Ayres,NA,NA,GH,7,Jul,29,1901,7/29/1901,New Hampshire,Cheshire,0,0,1,0,0,0,0,0,0,1,0,0,0
vaccinium_angustifolium,FF_Forbes,NA,NA,NEBC,5,May,30,1912,5/30/1912,New Hampshire,Cheshire,0,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,8,Aug,21,1916,8/21/1916,New Hampshire,Cheshire,5,1,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,8,Aug,28,1917,8/28/1917,New Hampshire,Cheshire,1,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,8,Aug,3,1918,8/3/1918,New Hampshire,Cheshire,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,CF_Batchelder,NA,NA,NEBC,8,Aug,1,1919,8/1/1919,New Hampshire,Cheshire,2,5,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,8,Aug,20,1921,8/20/1921,New Hampshire,Cheshire,0,0,2,0,1,0,0,0,0,3,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,9,Sep,13,1926,9/13/1926,New Hampshire,Cheshire,5,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,CF_Batchelder,NA,NA,NEBC,8,Aug,12,1932,8/12/1932,New Hampshire,Cheshire,5,1,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,Gray,7,Jul,31,1943,7/31/1943,New Hampshire,Cheshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carya_ovata,NA_getlater,NA,NA,NEBC,7,Jul,22,1970,7/22/1970,New Hampshire,Cheshire,0,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,7,Jul,22,1970,7/22/1970,New Hampshire,Cheshire,0,0,0,0,0,0,0,0,0,2,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,8,Aug,11,1970,8/11/1970,New Hampshire,Cheshire,0,1,0,0,0,0,0,0,0,1,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,8,Aug,29,1970,8/29/1970,New Hampshire,Cheshire,0,0,2,0,0,0,0,0,0,2,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,9,Sep,3,1970,9/3/1970,New Hampshire,Cheshire,1,1,0,0,0,0,0,0,0,2,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,10,Oct,13,1970,10/13/1970,New Hampshire,Cheshire,2,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,544,NA,Gray,8,Aug,1,1898,8/1/1898,New Hampshire,Cheshire,0,2,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,93,NA,NEBC,7,Jul,12,1899,7/12/1899,New Hampshire,Cheshire,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,BL_Robinson,585,NA,GH,7,Jul,24,1897,7/24/1897,New Hampshire,Cheshire,4,5,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,EF_Williams,NA,NA,GH,8,Aug,6,1901,8/6/1901,New Hampshire,Coos,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,W_Deane,NA,NA,NEBC,5,May,19,1904,5/19/1904,New Hampshire,Coos,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AS_Pease,NA,NA,NEBC,6,Jun,28,1907,6/28/1907,New Hampshire,Coos,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AS_Pease,12371,NA,NEBC,8,Aug,13,1909,8/13/1909,New Hampshire,Coos,3,1,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AS_Pease,13961,NA,NEBC,8,Aug,20,1912,8/20/1912,New Hampshire,Coos,1,1,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AS_Pease,16034,NA,NEBC,7,Jul,4,1914,7/4/1914,New Hampshire,Coos,1,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,9,Sep,3,1915,9/3/1915,New Hampshire,Coos,0,0,4,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AS_Pease,17071,NA,NEBC,9,Sep,5,1917,9/5/1917,New Hampshire,Coos,0,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,Gray,7,Jul,25,1918,7/25/1918,New Hampshire,Coos,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AS_Pease,18482,NA,NEBC,7,Jul,19,1919,7/19/1919,New Hampshire,Coos,2,1,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AS_Pease,17825,NA,GH,8,Aug,4,1920,8/4/1920,New Hampshire,Coos,3,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,W_Deane,NA,NA,NEBC,7,Jul,12,1926,7/12/1926,New Hampshire,Coos,1,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AS_Pease,29502,NA,NEBC,6,Jun,16,1942,6/16/1942,New Hampshire,Coos,3,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AS_Pease,29523,NA,NEBC,6,Jun,16,1942,6/16/1942,New Hampshire,Coos,1,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,29821,NA,NEBC,9,Sep,8,1942,9/8/1942,New Hampshire,Coos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vaccinium_angustifolium,AS_Pease,30044,NA,NEBC,6,Jun,5,1943,6/5/1943,New Hampshire,Coos,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,ET_Harper_SA_Harper,NA,NA,AA,8,Aug,14,1895,8/14/1895,New Hampshire,Coos,2,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,EF_Williams,NA,NA,NEBC,8,Aug,6,1896,8/6/1896,New Hampshire,Coos,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,EF_Williams,NA,NA,NEBC,8,Aug,6,1896,8/6/1896,New Hampshire,Coos,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,EF_Williams,NA,NA,NEBC,7,Jul,8,1895,7/8/1895,New Hampshire,Coos,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,?,1171,NA,GH,6,Jun,24,1898,6/24/1898,New Hampshire,Coos,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,EF_Williams,NA,NA,GH,7,Jul,19,1907,7/19/1907,New Hampshire,Grafton,1,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,ML_Fernald,11845,NA,NEBC,7,Jul,30,1915,7/30/1915,New Hampshire,Grafton,2,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,19793,NA,NEBC,7,Jul,26,1926,7/26/1926,New Hampshire,Grafton,2,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,23107,NA,NEBC,8,Aug,26,1932,8/26/1932,New Hampshire,Grafton,1,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,7,Jul,9,1938,7/9/1938,New Hampshire,Grafton,3,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,27352,NA,NEBC,7,Jul,29,1939,7/29/1939,New Hampshire,Grafton,1,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AS_Pease,30075,NA,NEBC,6,Jun,2,1943,6/2/1943,New Hampshire,Grafton,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AR_Hodgdon,5352,NA,NEBC,6,Jun,23,1945,6/23/1945,New Hampshire,Grafton,2,1,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,FLS,2509,NA,NEBC,8,Aug,28,1956,8/28/1956,New Hampshire,Grafton,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,E_Faxon_CE_Faxon,NA,NA,GH,7,Jul,11,1897,7/11/1897,New Hampshire,Grafton,2,1,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,9,Sep,17,1972,9/17/1972,New Hampshire,Grand Isle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
desmodium_canadense,NA_getlater,NA,NA,NEBC,7,Jul,31,1911,7/31/1911,New Hampshire,Hillsborough,2,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,JW_Anderson,NA,NA,NEBC,8,Aug,30,1913,8/30/1913,New Hampshire,Hillsborough,1,1,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,Arnold,7,Jul,9,1916,7/9/1916,New Hampshire,Hillsborough,1,0,0,0,0,0,1,0,0,1,0,0,0
vaccinium_angustifolium,CF_Batchelder,NA,NA,NEBC,6,Jun,4,1917,6/4/1917,New Hampshire,Hillsborough,0,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,8,Aug,4,1917,8/4/1917,New Hampshire,Hillsborough,1,1,1,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,9,Sep,12,1917,9/12/1917,New Hampshire,Hillsborough,1,3,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,9,Sep,13,1919,9/13/1919,New Hampshire,Hillsborough,1,0,0,0,0,0,0,0,0,5,0,0,0
carya_ovata,NA_getlater,NA,NA,Arnold,9,Sep,15,1919,9/15/1919,New Hampshire,Hillsborough,0,0,0,0,0,0,0,0,0,4,0,0,0
vaccinium_angustifolium,CF_Batchelder,NA,NA,NEBC,5,May,26,1920,5/26/1920,New Hampshire,Hillsborough,0,2,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,7,Jul,28,1920,7/28/1920,New Hampshire,Hillsborough,3,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,Arnold,8,Aug,1,1924,8/1/1924,New Hampshire,Hillsborough,0,0,0,0,0,0,0,0,0,2,0,0,0
vaccinium_angustifolium,CF_Batchelder,NA,NA,NEBC,5,May,29,1931,5/29/1931,New Hampshire,Hillsborough,0,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,8,Aug,11,1931,8/11/1931,New Hampshire,Hillsborough,1,1,3,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,8,Aug,21,1931,8/21/1931,New Hampshire,Hillsborough,1,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AR_Hodgdon_H_Clopp_D_White,7826,NA,NEBC,6,Jun,12,1954,6/12/1954,New Hampshire,Hillsborough,0,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,7,Jul,26,1962,7/26/1962,New Hampshire,Hillsborough,1,0,0,0,0,0,0,0,0,3,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,10,Oct,2,1962,10/2/1962,New Hampshire,Hillsborough,0,0,0,0,0,0,0,0,0,5,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,10,Oct,8,1965,10/8/1965,New Hampshire,Hillsborough,0,0,0,0,0,0,0,0,0,1,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,9,Sep,15,1968,9/15/1968,New Hampshire,Hillsborough,0,0,0,0,0,0,2,0,0,3,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,7,Jul,21,1970,7/21/1970,New Hampshire,Hillsborough,0,0,1,0,0,0,3,0,0,4,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,8,Aug,17,1896,8/17/1896,New Hampshire,Hillsborough,3,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,CF_Batchelder,NA,NA,NEBC,5,May,8,1921,5/8/1921,New Hampshire,Merrimack,3,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,7,Jul,16,1921,7/16/1921,New Hampshire,Merrimack,3,2,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,CF_Batchelder,NA,NA,NEBC,8,Aug,2,1925,8/2/1925,New Hampshire,Merrimack,3,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,C_Bullard,NA,NA,NEBC,7,Jul,15,1933,7/15/1933,New Hampshire,Merrimack,0,2,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,8,Aug,24,1933,8/24/1933,New Hampshire,Merrimack,2,1,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,GM_Bryant,NA,NA,NEBC,8,Aug,24,1933,8/24/1933,New Hampshire,Merrimack,3,0,1,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AR_Hodgdon_F_Steele,9967,NA,NEBC,7,Jul,31,1957,7/31/1957,New Hampshire,Merrimack,1,1,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,Gray,9,Sep,14,1899,9/14/1899,New Hampshire,Merrimack,0,1,1,0,0,0,0,0,0,0,0,1,0
quercus_bicolor,NA_getlater,NA,NA,Gray,9,Sep,22,1901,9/22/1901,New Hampshire,Rockingham,1,1,0,0,0,0,1,0,0,2,0,0,0
desmodium_canadense,F,NA,NA,Gray,8,Aug,31,1902,8/31/1902,New Hampshire,Rockingham,0,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,7,Jul,28,1913,7/28/1913,New Hampshire,Rockingham,0,3,1,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,5,May,28,1915,5/28/1915,New Hampshire,Rockingham,2,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,9,Sep,16,1926,9/16/1926,New Hampshire,Rockingham,0,0,0,0,0,0,0,0,0,5,0,0,0
vaccinium_angustifolium,CF_Batchelder,NA,NA,NEBC,5,May,24,1927,5/24/1927,New Hampshire,Rockingham,0,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,9,Sep,21,1927,9/21/1927,New Hampshire,Rockingham,0,0,0,0,0,0,0,0,0,1,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,6,Jun,8,1946,6/8/1946,New Hampshire,Rockingham,3,0,0,0,0,0,0,0,0,0,0,0,0
